ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Cannabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamine,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
846,-.95197,.48246,-.61113,-.57009,-.31685,.31287,.80523,1.06238,1.11406,-.52745,.19268,.40148,CL5,CL0,CL0,CL2,CL4,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL3,CL3,CL4,CL0,CL2
847,.49788,-.48246,-.61113,-.57009,-.31685,.91093,-1.6334,-1.42424,-.15487,.25953,-1.37983,-1.54858,CL6,CL0,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL6,CL0,CL0,CL0,CL0
848,-.95197,.48246,-.05921,.24923,-.31685,.52135,-.43999,-1.55521,1.11406,-.65253,.19268,-.52593,CL2,CL6,CL0,CL0,CL5,CL2,CL6,CL2,CL0,CL3,CL0,CL0,CL0,CL0,CL0,CL2,CL6,CL0,CL0
849,-.07854,-.48246,.45468,-.57009,-.31685,.62967,-.43999,.29338,-1.92595,-.89891,.52975,.7654,CL3,CL6,CL2,CL6,CL6,CL3,CL4,CL4,CL2,CL3,CL4,CL4,CL0,CL3,CL2,CL5,CL6,CL0,CL1
850,-.95197,-.48246,-1.22751,-.57009,-.31685,.52135,.63779,1.06238,-1.07533,-.40581,1.29221,1.2247,CL6,CL6,CL0,CL6,CL6,CL6,CL6,CL3,CL3,CL2,CL0,CL0,CL0,CL3,CL0,CL5,CL3,CL0,CL2
851,1.82213,-.48246,1.16365,-.57009,-.31685,-1.69163,.00332,1.24033,1.2861,.41594,.19268,.07987,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL1,CL0,CL0,CL0,CL0,CL2,CL1,CL0,CL3,CL0,CL0,CL0
852,-.95197,-.48246,1.16365,-.28519,-.31685,.41667,-.94779,.44585,-.30172,.41594,.19268,.40148,CL5,CL0,CL2,CL0,CL6,CL5,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL6,CL0,CL1
853,-.95197,-.48246,-.61113,-.57009,-.31685,-.79151,1.45421,1.43533,.94156,.12331,.52975,.07987,CL0,CL2,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL4,CL0,CL0,CL0
854,-.07854,-.48246,.45468,-.57009,-.31685,.73545,.16767,-1.42424,-1.21213,-1.25773,.19268,1.2247,CL2,CL2,CL0,CL2,CL6,CL2,CL6,CL2,CL2,CL2,CL2,CL2,CL3,CL2,CL2,CL2,CL3,CL0,CL2
855,-.95197,-.48246,-.61113,-.57009,-.31685,.04257,.00332,1.43533,.13136,-.27607,.19268,.07987,CL5,CL5,CL0,CL6,CL6,CL6,CL5,CL2,CL0,CL2,CL2,CL2,CL3,CL2,CL4,CL2,CL3,CL0,CL0
856,-.95197,.48246,-.61113,-.57009,-.31685,-.34799,.16767,-.01928,-.15487,-1.0145,1.29221,.7654,CL5,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL3,CL2,CL3,CL4,CL0,CL0
857,-.95197,-.48246,-1.7379,.24923,-.22166,.52135,.80523,.58331,-1.07533,-1.13788,.52975,1.2247,CL5,CL4,CL2,CL3,CL5,CL5,CL5,CL5,CL4,CL3,CL5,CL2,CL0,CL2,CL4,CL2,CL6,CL0,CL1
858,-.07854,-.48246,-.61113,.96082,-.31685,-1.05308,.47617,1.88511,1.61108,.41594,-.21712,.07987,CL2,CL3,CL2,CL0,CL2,CL6,CL2,CL2,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL0
859,-.95197,-.48246,-.05921,-.57009,.126,.52135,1.2861,-.17779,.59042,2.04506,.88113,1.2247,CL5,CL5,CL0,CL3,CL4,CL5,CL6,CL5,CL0,CL3,CL3,CL3,CL0,CL2,CL6,CL3,CL6,CL0,CL0
860,-.07854,-.48246,-1.43719,.24923,-.31685,1.37297,-.80615,-.45174,-1.92595,-1.64101,.19268,-.52593,CL4,CL6,CL3,CL6,CL6,CL4,CL6,CL5,CL5,CL4,CL6,CL4,CL0,CL2,CL6,CL3,CL6,CL0,CL0
861,-.95197,-.48246,-.61113,-.57009,-.31685,-1.05308,2.32338,1.06238,-.15487,.93949,.88113,.7654,CL5,CL5,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL5,CL0,CL0,CL4,CL0,CL3,CL3,CL4,CL0,CL0
862,-.95197,.48246,-.61113,-.28519,-.50212,1.02119,-1.23177,1.06238,-1.07533,-1.25773,2.90161,.40148,CL3,CL6,CL0,CL6,CL4,CL2,CL5,CL2,CL0,CL2,CL2,CL2,CL2,CL2,CL0,CL0,CL6,CL0,CL0
863,-.07854,-.48246,-.61113,-.28519,-.31685,.62967,.80523,1.06238,-.45321,-1.78169,1.29221,.7654,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL3,CL0,CL2,CL5,CL2,CL0,CL2,CL6,CL0,CL0
864,-.95197,-.48246,.45468,.96082,-.31685,.04257,-.15487,-.17779,-.60633,-.40581,1.86203,1.2247,CL6,CL2,CL2,CL2,CL3,CL6,CL4,CL4,CL2,CL2,CL0,CL2,CL2,CL4,CL2,CL2,CL4,CL0,CL0
865,-.95197,-.48246,-.61113,.24923,-.31685,-1.86962,1.2861,2.15324,.76096,.93949,-.71126,.07987,CL0,CL0,CL0,CL0,CL5,CL6,CL5,CL0,CL0,CL0,CL0,CL0,CL3,CL5,CL2,CL3,CL5,CL0,CL0
866,-.95197,-.48246,-.61113,.21128,-.31685,1.60383,-.57545,-.17779,-1.6209,-.65253,-.71126,.7654,CL6,CL1,CL4,CL4,CL6,CL6,CL5,CL4,CL0,CL3,CL0,CL0,CL6,CL1,CL3,CL2,CL6,CL0,CL1
867,-.95197,.48246,-.61113,-.57009,-.31685,-.14882,1.11406,-.58331,-.60633,-.78155,.88113,.07987,CL5,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
868,-.95197,-.48246,-.61113,.24923,-.31685,.41667,-1.09207,.58331,.59042,-.78155,.19268,-.21575,CL5,CL5,CL0,CL5,CL2,CL4,CL4,CL4,CL0,CL3,CL0,CL3,CL5,CL2,CL4,CL3,CL5,CL0,CL0
869,-.95197,.48246,-.61113,-.57009,-.31685,-.05188,1.2861,1.43533,.76096,2.04506,.52975,1.2247,CL6,CL3,CL0,CL0,CL6,CL6,CL4,CL0,CL0,CL6,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
870,-.95197,.48246,-.61113,-.57009,-.31685,-1.32828,.32197,.7233,.94156,1.63088,-.71126,.40148,CL5,CL3,CL0,CL0,CL5,CL5,CL4,CL0,CL0,CL2,CL0,CL0,CL3,CL3,CL4,CL4,CL4,CL0,CL0
871,1.09449,-.48246,-.05921,.96082,-.31685,1.60383,-.69509,.88309,-.30172,-1.78169,1.29221,1.92173,CL3,CL1,CL2,CL2,CL6,CL3,CL6,CL2,CL0,CL2,CL1,CL2,CL3,CL1,CL1,CL1,CL6,CL0,CL0
872,-.07854,-.48246,.45468,-.57009,-.31685,.91093,-.80615,1.06238,-.45321,1.13407,.88113,1.92173,CL6,CL2,CL2,CL2,CL6,CL2,CL6,CL2,CL1,CL2,CL2,CL2,CL2,CL4,CL2,CL4,CL3,CL0,CL0
873,-.95197,-.48246,1.16365,-.57009,-.31685,.22393,1.58487,.14143,-1.6209,-1.0145,.52975,.40148,CL5,CL4,CL0,CL5,CL6,CL5,CL6,CL4,CL0,CL4,CL0,CL0,CL5,CL0,CL6,CL0,CL6,CL0,CL4
874,-.07854,.48246,1.16365,-.57009,-.31685,-.67825,-.43999,-.01928,.59042,-.27607,-.71126,-.84637,CL5,CL0,CL0,CL2,CL6,CL5,CL5,CL2,CL0,CL0,CL0,CL0,CL0,CL1,CL0,CL2,CL2,CL0,CL0
875,-.95197,.48246,-.61113,.96082,-.31685,1.49158,-1.7625,.14143,-.76096,-2.42317,-.71126,-2.07848,CL4,CL0,CL0,CL2,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0
876,-.07854,.48246,1.16365,-.57009,-.31685,.22393,-1.09207,-.58331,.28783,-1.0145,.52975,-.21575,CL5,CL6,CL2,CL5,CL6,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL3,CL6,CL0,CL0
877,-.95197,.48246,-.61113,-.57009,.1144,.73545,.32197,1.43533,-.01729,-.78155,1.86203,1.92173,CL5,CL6,CL0,CL4,CL6,CL6,CL6,CL3,CL0,CL5,CL0,CL0,CL4,CL5,CL0,CL4,CL6,CL0,CL3
878,.49788,-.48246,-.05921,-.57009,.1144,1.23461,-2.11437,.7233,-1.92595,-.40581,2.90161,.7654,CL3,CL5,CL1,CL2,CL5,CL4,CL5,CL2,CL2,CL0,CL4,CL0,CL6,CL1,CL6,CL1,CL1,CL0,CL0
879,-.07854,-.48246,-.61113,-.09765,-.31685,-.92104,.47617,.7233,.43852,-2.18109,1.86203,1.92173,CL5,CL3,CL0,CL0,CL5,CL4,CL6,CL0,CL0,CL4,CL0,CL2,CL6,CL0,CL0,CL0,CL2,CL0,CL0
880,-.95197,.48246,.45468,-.57009,-.31685,-.58016,1.45421,.88309,-.01729,.12331,.88113,.40148,CL5,CL3,CL0,CL0,CL6,CL6,CL5,CL3,CL0,CL4,CL0,CL0,CL0,CL3,CL0,CL5,CL5,CL0,CL0
881,-.07854,-.48246,1.16365,-.57009,-.31685,1.23461,.00332,-.31776,-.15487,-.14277,1.29221,.7654,CL6,CL6,CL2,CL6,CL6,CL3,CL3,CL2,CL0,CL2,CL0,CL0,CL2,CL0,CL3,CL3,CL3,CL0,CL0
882,-.95197,.48246,-2.43591,-.57009,-.31685,.62967,-.15487,.88309,-.45321,-1.38502,.19268,1.92173,CL5,CL4,CL0,CL4,CL5,CL6,CL5,CL5,CL0,CL5,CL4,CL4,CL4,CL4,CL4,CL4,CL5,CL0,CL3
883,.49788,-.48246,-.61113,-.57009,-.31685,1.60383,-1.09207,.29338,-.60633,-.78155,1.86203,.40148,CL4,CL6,CL1,CL2,CL6,CL4,CL6,CL1,CL5,CL1,CL3,CL0,CL0,CL1,CL6,CL1,CL1,CL0,CL1
884,-.07854,.48246,-.61113,-.57009,-.31685,-1.1943,1.45421,1.24033,-.91699,-.14277,.52975,1.2247,CL2,CL2,CL0,CL2,CL6,CL2,CL5,CL2,CL2,CL0,CL2,CL2,CL2,CL2,CL3,CL2,CL2,CL0,CL2
885,-.95197,-.48246,-.61113,-.57009,-.31685,.04257,1.2861,.7233,.28783,-.65253,.19268,.7654,CL6,CL3,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL3,CL2,CL0,CL3,CL3,CL3,CL2,CL6,CL0,CL0
886,-.95197,-.48246,-.61113,-.57009,.1144,1.49158,.00332,.29338,.76096,-.14277,-.21712,.7654,CL5,CL6,CL4,CL6,CL6,CL5,CL4,CL0,CL0,CL3,CL0,CL0,CL6,CL0,CL0,CL0,CL5,CL0,CL4
887,-.07854,-.48246,-.61113,-.28519,-.31685,1.02119,-2.72827,.14143,-.01729,-.14277,.19268,.07987,CL4,CL2,CL0,CL5,CL6,CL5,CL5,CL0,CL0,CL2,CL0,CL0,CL5,CL2,CL0,CL4,CL6,CL0,CL0
888,-.95197,-.48246,.45468,.96082,-.31685,.41667,-.43999,.14143,-.30172,-.00665,.88113,.40148,CL4,CL0,CL3,CL0,CL6,CL5,CL5,CL0,CL0,CL5,CL0,CL0,CL2,CL0,CL0,CL3,CL4,CL0,CL0
889,-.95197,-.48246,.45468,.96082,-.31685,-.46725,2.57309,.7233,1.45039,.12331,.19268,1.2247,CL6,CL3,CL2,CL4,CL6,CL5,CL5,CL4,CL0,CL4,CL0,CL5,CL4,CL4,CL0,CL4,CL0,CL0,CL0
890,-.95197,.48246,-.61113,-.57009,-.31685,-1.05308,1.45421,1.65653,1.81866,-.78155,.19268,-.52593,CL5,CL0,CL0,CL0,CL5,CL6,CL4,CL2,CL0,CL4,CL0,CL0,CL2,CL3,CL0,CL3,CL2,CL0,CL0
891,-.95197,.48246,-.61113,-.57009,-.31685,.41667,.80523,1.24033,1.11406,.58489,-.71126,.07987,CL5,CL0,CL0,CL0,CL4,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL3,CL0,CL0,CL0
892,-.95197,-.48246,-.61113,-.57009,.1144,.13606,.96248,1.06238,.59042,.58489,-.71126,.7654,CL4,CL3,CL3,CL3,CL6,CL4,CL5,CL4,CL0,CL4,CL0,CL0,CL3,CL4,CL0,CL3,CL4,CL0,CL3
893,-.07854,-.48246,-.61113,.21128,-.31685,-1.55078,2.127,.88309,-.01729,.93949,-.21712,.40148,CL5,CL6,CL2,CL6,CL6,CL5,CL5,CL4,CL2,CL4,CL3,CL5,CL0,CL3,CL3,CL4,CL6,CL0,CL1
894,-.07854,-.48246,-.61113,-.28519,-.31685,.13606,-.43999,-1.82919,-2.35413,-.14277,.52975,.7654,CL3,CL3,CL0,CL0,CL4,CL2,CL5,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL0,CL0,CL3,CL0,CL0
895,-.07854,-.48246,-.61113,-.57009,-.31685,1.02119,-1.50796,.29338,-3.00537,-1.5184,1.29221,1.92173,CL4,CL4,CL2,CL4,CL6,CL4,CL4,CL2,CL2,CL2,CL2,CL2,CL4,CL4,CL3,CL4,CL2,CL0,CL5
896,-.07854,.48246,-1.43719,.96082,-.31685,3.27393,-2.11437,-.84732,-1.07533,-2.30408,.52975,-1.18084,CL6,CL3,CL2,CL2,CL6,CL3,CL4,CL2,CL0,CL2,CL1,CL0,CL6,CL0,CL0,CL2,CL2,CL0,CL3
897,-.95197,-.48246,-.61113,-.28519,-.31685,-1.43907,-1.7625,-.01928,-2.35413,-.27607,.52975,.7654,CL5,CL3,CL0,CL3,CL3,CL3,CL4,CL0,CL0,CL0,CL0,CL0,CL3,CL3,CL0,CL3,CL5,CL0,CL2
898,-.95197,.48246,-.05921,.96082,-.31685,-1.86962,-.30033,.14143,.13136,-.65253,-.71126,.07987,CL4,CL2,CL3,CL0,CL6,CL6,CL6,CL3,CL0,CL3,CL0,CL2,CL3,CL0,CL0,CL0,CL6,CL0,CL0
899,-.07854,-.48246,1.16365,-.57009,-.31685,-.79151,1.11406,-.17779,.13136,.41594,-.21712,.07987,CL5,CL4,CL3,CL6,CL6,CL6,CL6,CL3,CL2,CL4,CL0,CL3,CL4,CL5,CL0,CL3,CL6,CL0,CL2
900,-.07854,-.48246,.45468,-.57009,-.31685,1.8399,-.30033,-.45174,-.45321,-1.0145,1.86203,1.92173,CL6,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL3,CL0,CL0,CL0,CL6,CL0,CL0
901,-.95197,.48246,-.61113,-.57009,-.31685,1.8399,-.94779,-.97631,-.91699,-1.0145,2.90161,1.92173,CL6,CL0,CL0,CL0,CL6,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL0,CL3
902,-.95197,-.48246,.45468,.24923,-.31685,-2.52197,1.74091,-1.55521,-3.46436,-.14277,.52975,1.2247,CL5,CL6,CL4,CL6,CL6,CL4,CL5,CL5,CL5,CL4,CL4,CL5,CL5,CL2,CL5,CL3,CL6,CL0,CL0
903,-.95197,-.48246,-.61113,.96082,-1.10702,.04257,-.94779,.44585,-.60633,-.89891,.52975,1.2247,CL5,CL0,CL0,CL2,CL6,CL5,CL6,CL0,CL0,CL4,CL0,CL0,CL6,CL0,CL0,CL0,CL6,CL0,CL0
904,-.07854,.48246,1.16365,-.57009,-.31685,.22393,-.69509,.29338,-.60633,-1.13788,.52975,.40148,CL6,CL2,CL0,CL2,CL5,CL4,CL5,CL2,CL2,CL2,CL6,CL2,CL0,CL2,CL3,CL2,CL6,CL0,CL2
905,-.95197,-.48246,-1.22751,-.57009,-.31685,-.05188,.96248,-.01928,.43852,-.65253,.88113,1.2247,CL4,CL6,CL4,CL4,CL6,CL6,CL5,CL3,CL0,CL3,CL3,CL0,CL4,CL3,CL6,CL4,CL6,CL0,CL0
906,.49788,.48246,.45468,-.57009,-.31685,1.02119,-.30033,1.06238,-1.07533,.41594,-1.37983,-.84637,CL6,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL3,CL0,CL1,CL0,CL0
907,-.95197,-.48246,-.61113,-.57009,-.31685,1.37297,-.15487,-.17779,-2.35413,-1.13788,.88113,.40148,CL2,CL3,CL0,CL6,CL6,CL6,CL6,CL5,CL0,CL4,CL6,CL0,CL3,CL4,CL5,CL3,CL2,CL0,CL0
908,-.07854,-.48246,-.05921,-.28519,-.31685,.41667,.32197,.14143,-.01729,2.04506,-.71126,-.52593,CL5,CL2,CL2,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL0,CL0,CL3,CL0,CL2,CL3,CL0,CL1
909,.49788,-.48246,.45468,-.09765,-.31685,-1.32828,.32197,-.71727,-1.34289,.41594,.52975,1.2247,CL4,CL5,CL2,CL0,CL6,CL1,CL5,CL3,CL0,CL0,CL0,CL0,CL1,CL3,CL0,CL0,CL0,CL0,CL0
910,-.95197,-.48246,-.61113,-.57009,.1144,-.24649,.00332,-.31776,.76096,-.78155,-1.37983,1.92173,CL5,CL4,CL0,CL4,CL6,CL6,CL4,CL3,CL0,CL3,CL0,CL0,CL3,CL3,CL3,CL4,CL6,CL0,CL0
911,-.95197,-.48246,.45468,-.57009,-.31685,.13606,.63779,-.01928,-1.34289,-.00665,.88113,.7654,CL5,CL5,CL3,CL6,CL4,CL5,CL5,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL2,CL0,CL0,CL0
912,-.07854,.48246,-.61113,-.57009,.1144,1.37297,.47617,1.06238,-.91699,-1.78169,1.86203,1.2247,CL6,CL0,CL0,CL6,CL3,CL6,CL5,CL3,CL0,CL5,CL0,CL0,CL3,CL3,CL4,CL2,CL3,CL0,CL0
913,-.95197,.48246,-.61113,-.57009,-.31685,2.127,-2.72827,-1.97495,-.01729,-1.38502,.52975,-.84637,CL4,CL4,CL0,CL4,CL5,CL4,CL5,CL4,CL0,CL3,CL5,CL0,CL0,CL0,CL6,CL2,CL6,CL0,CL0
914,-.95197,-.48246,-.61113,-.57009,-.31685,.73545,-1.37639,-.71727,-1.34289,-.78155,-.21712,.7654,CL4,CL0,CL0,CL2,CL6,CL5,CL4,CL0,CL0,CL0,CL0,CL0,CL6,CL0,CL0,CL0,CL4,CL0,CL0
915,.49788,-.48246,.45468,-.57009,-.31685,.31287,-1.50796,-1.68062,-1.6209,.7583,-.71126,.40148,CL3,CL0,CL0,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL0
916,-.95197,.48246,-.61113,-.57009,-.31685,-1.1943,2.32338,1.24033,.94156,.93949,.19268,.7654,CL5,CL0,CL0,CL0,CL6,CL6,CL3,CL0,CL0,CL5,CL0,CL0,CL0,CL4,CL0,CL0,CL5,CL0,CL0
917,-.07854,.48246,-1.43719,-.57009,-.31685,2.28554,-2.5383,-.58331,-2.21844,-3.15735,1.86203,1.2247,CL5,CL4,CL0,CL5,CL6,CL6,CL6,CL3,CL1,CL1,CL0,CL0,CL2,CL0,CL5,CL1,CL6,CL0,CL0
918,-.95197,-.48246,-1.22751,-.57009,-.22166,.22393,.00332,-.01928,-.45321,.93949,-.71126,-.21575,CL6,CL6,CL0,CL4,CL5,CL4,CL5,CL0,CL0,CL2,CL3,CL0,CL6,CL2,CL6,CL2,CL4,CL0,CL0
919,-.07854,-.48246,-1.7379,-.57009,-.31685,.41667,-.15487,-.17779,-.15487,-.52745,.19268,.7654,CL4,CL3,CL0,CL3,CL3,CL3,CL6,CL2,CL3,CL2,CL4,CL2,CL3,CL0,CL3,CL0,CL2,CL0,CL0
920,-.95197,.48246,-.61113,-.57009,-.31685,1.72012,-1.6334,-.17779,1.61108,.41594,.52975,1.2247,CL3,CL0,CL0,CL0,CL6,CL4,CL6,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0,CL3,CL0,CL0
921,-.95197,-.48246,-1.22751,.24923,-.31685,.22393,1.45421,2.15324,-.30172,-1.0145,1.86203,1.92173,CL6,CL4,CL2,CL3,CL6,CL6,CL4,CL5,CL0,CL5,CL5,CL4,CL3,CL5,CL3,CL5,CL6,CL0,CL0
922,.49788,-.48246,1.16365,.96082,-.31685,-.24649,-.30033,-.71727,-.76096,.12331,1.29221,.07987,CL5,CL0,CL0,CL5,CL6,CL2,CL6,CL0,CL0,CL0,CL1,CL0,CL3,CL0,CL3,CL2,CL6,CL0,CL0
923,-.95197,-.48246,-.61113,-.28519,-.31685,-1.1943,.47617,1.06238,-1.34289,.41594,-.21712,1.2247,CL6,CL4,CL0,CL2,CL4,CL6,CL6,CL3,CL0,CL4,CL0,CL3,CL4,CL4,CL3,CL4,CL6,CL0,CL3
924,-.95197,-.48246,-2.43591,-.09765,-.31685,.13606,-.30033,-.01928,.43852,-1.13788,-.21712,.40148,CL3,CL4,CL0,CL2,CL6,CL6,CL6,CL2,CL2,CL2,CL0,CL0,CL4,CL5,CL6,CL3,CL6,CL0,CL2
925,-.95197,-.48246,-.61113,-.57009,-.31685,-1.1943,-1.37639,-.71727,-1.21213,-1.13788,.19268,-.21575,CL3,CL0,CL0,CL0,CL6,CL4,CL5,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL5,CL0,CL0,CL0
926,-.07854,-.48246,-1.22751,-.57009,-.31685,1.23461,-1.23177,-2.39883,-1.07533,-.78155,1.29221,-.21575,CL3,CL0,CL0,CL3,CL6,CL3,CL5,CL2,CL3,CL2,CL2,CL2,CL4,CL0,CL6,CL2,CL6,CL0,CL3
927,-.95197,-.48246,-1.7379,-.57009,-.31685,1.02119,-1.50796,.29338,.13136,-.89891,.52975,.07987,CL3,CL3,CL0,CL3,CL6,CL6,CL5,CL3,CL2,CL2,CL3,CL3,CL5,CL3,CL6,CL0,CL6,CL0,CL2
928,-.95197,-.48246,-.05921,-.57009,-.31685,-.79151,1.2861,.58331,1.11406,-.65253,-.21712,.7654,CL5,CL2,CL0,CL0,CL5,CL6,CL4,CL0,CL0,CL3,CL0,CL0,CL3,CL4,CL0,CL5,CL5,CL0,CL2
929,-.07854,-.48246,-.61113,-.57009,-.31685,.22393,-1.23177,.88309,-.76096,-.27607,-.21712,.7654,CL5,CL0,CL0,CL3,CL5,CL5,CL6,CL1,CL0,CL2,CL0,CL0,CL3,CL2,CL3,CL4,CL2,CL0,CL2
930,-.07854,-.48246,-.61113,-.57009,-.31685,-.58016,1.45421,1.65653,1.61108,.58489,.19268,1.2247,CL4,CL1,CL0,CL3,CL6,CL6,CL5,CL0,CL0,CL3,CL0,CL0,CL3,CL0,CL0,CL3,CL6,CL0,CL0
931,-.95197,.48246,-.61113,.96082,.1144,-.24649,.96248,.7233,.28783,-.27607,.52975,.07987,CL4,CL5,CL4,CL3,CL6,CL6,CL5,CL4,CL0,CL4,CL0,CL3,CL0,CL0,CL0,CL0,CL6,CL0,CL2
932,.49788,-.48246,-1.7379,.96082,-.31685,-.67825,-.69509,-.58331,.13136,-.65253,-1.37983,-.84637,CL3,CL2,CL3,CL0,CL6,CL6,CL6,CL2,CL0,CL3,CL0,CL2,CL0,CL1,CL0,CL0,CL3,CL0,CL0
933,-.07854,.48246,.45468,-.09765,-.31685,.73545,-.69509,1.24033,.94156,.41594,.52975,.7654,CL4,CL2,CL0,CL1,CL6,CL2,CL5,CL1,CL0,CL1,CL1,CL4,CL2,CL2,CL0,CL2,CL6,CL0,CL0
934,-.95197,.48246,-1.43719,-.57009,-.31685,1.13281,-1.92173,-.01928,1.11406,-.78155,-.21712,1.92173,CL3,CL2,CL0,CL6,CL6,CL3,CL6,CL2,CL2,CL2,CL4,CL0,CL6,CL2,CL6,CL2,CL6,CL0,CL2
935,-.95197,.48246,.45468,.96082,-.31685,-.24649,.00332,1.06238,.59042,2.04506,-.71126,-.52593,CL5,CL0,CL0,CL0,CL6,CL3,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0
936,-.95197,.48246,-.61113,-.57009,-.31685,-1.32828,1.11406,1.24033,.28783,-.78155,1.86203,1.92173,CL5,CL3,CL3,CL4,CL5,CL6,CL4,CL5,CL3,CL3,CL4,CL3,CL3,CL3,CL2,CL4,CL6,CL0,CL2
937,-.95197,.48246,-.61113,-.57009,-.31685,2.28554,-.69509,.29338,.13136,-.78155,.52975,.7654,CL4,CL0,CL0,CL0,CL6,CL5,CL6,CL2,CL0,CL5,CL0,CL0,CL3,CL4,CL2,CL4,CL5,CL0,CL0
938,-.95197,-.48246,-.05921,.96082,-.31685,.41667,1.2861,1.06238,-.01729,-.40581,.52975,.07987,CL3,CL5,CL2,CL5,CL5,CL5,CL6,CL3,CL0,CL5,CL0,CL3,CL5,CL5,CL2,CL4,CL5,CL0,CL0
939,-.95197,-.48246,-.61113,-.28519,-.31685,-.05188,.32197,.58331,.59042,-.89891,.88113,1.2247,CL6,CL0,CL0,CL0,CL5,CL6,CL4,CL4,CL0,CL4,CL0,CL3,CL3,CL3,CL0,CL3,CL6,CL0,CL0
940,-.95197,.48246,.45468,.96082,-.31685,.31287,.32197,-.01928,-.60633,.7583,-.71126,.40148,CL5,CL0,CL2,CL0,CL5,CL6,CL6,CL3,CL0,CL3,CL0,CL3,CL3,CL3,CL0,CL0,CL5,CL0,CL0
941,-.95197,-.48246,-.61113,-.28519,-.31685,.41667,-.43999,1.06238,-1.47955,-.14277,-.21712,.7654,CL6,CL0,CL0,CL0,CL3,CL4,CL4,CL0,CL0,CL0,CL0,CL0,CL4,CL4,CL0,CL3,CL3,CL0,CL0
942,-.07854,.48246,-1.22751,-.28519,-.31685,.91093,1.2861,1.06238,-.76096,1.46191,.19268,.40148,CL5,CL3,CL4,CL0,CL5,CL5,CL5,CL2,CL0,CL2,CL0,CL0,CL3,CL4,CL2,CL3,CL6,CL0,CL1
943,-.07854,-.48246,-.05921,-.57009,.1144,-.46725,2.32338,2.44904,1.2861,1.30612,-.21712,.40148,CL4,CL2,CL0,CL3,CL5,CL6,CL4,CL4,CL2,CL5,CL0,CL5,CL4,CL6,CL0,CL6,CL6,CL0,CL2
944,-.95197,.48246,-.61113,-.57009,.126,1.60383,-.80615,.58331,.43852,-1.13788,.88113,.7654,CL3,CL3,CL0,CL6,CL6,CL6,CL6,CL6,CL0,CL2,CL4,CL0,CL0,CL2,CL3,CL2,CL0,CL0,CL0
945,-.07854,.48246,1.16365,-.57009,-.31685,1.02119,-.30033,.44585,.76096,-1.25773,1.29221,.7654,CL3,CL2,CL0,CL6,CL6,CL3,CL6,CL2,CL2,CL3,CL3,CL0,CL0,CL2,CL3,CL2,CL6,CL0,CL0
946,-.95197,.48246,-.61113,-.57009,-.31685,-.34799,-1.09207,-.58331,1.45039,-.89891,-.71126,-1.54858,CL4,CL0,CL0,CL0,CL6,CL6,CL6,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL0,CL4,CL6,CL0,CL0
947,-.95197,-.48246,-1.22751,-.57009,-.31685,-.67825,-.30033,-1.11902,-.76096,-1.5184,.88113,-.21575,CL4,CL6,CL0,CL3,CL6,CL6,CL4,CL3,CL0,CL6,CL0,CL0,CL3,CL4,CL3,CL4,CL5,CL0,CL2
